"R0","qq","gammaa","gammap","cincres","cinc","clinc","AWT","AWT2"
2.25,0.35,0.25,0.75,7.84797691935513,1479.4983870873,5083.50640505991,2.1,"2.1 days"
2.25,0.35,0.25,0.75,14.6851289403239,1653.99923855013,5348.30145218822,2.45,"2.45 days"
2.25,0.35,0.25,0.75,28.3262347088573,1894.08856669406,5707.05111552183,2.8,"2.8 days"
2.25,0.35,0.25,0.75,46.0017638236223,2231.54901362093,6207.9966665704,3.15,"3.15 days"
2.25,0.35,0.25,0.75,53.81607670654,2690.76746061915,6895.72084028051,3.5,"3.5 days"
2.25,0.35,0.25,0.75,43.053209406213,3247.22919245588,7751.33516259032,3.85,"3.85 days"
2.25,0.35,0.25,0.75,26.4482442715761,3799.00973761393,8640.63297272092,4.2,"4.2 days"
2.25,0.35,0.25,0.75,15.2711449798872,4241.57097043181,9410.70144796476,4.55,"4.55 days"
2.25,0.35,0.25,0.75,9.43927579910762,4545.69117974907,10006.7386814621,4.9,"4.9 days"
2.25,0.35,0.25,0.75,6.45740051555278,4733.03874585945,10447.3034693908,5.25,"5.25 days"
2.25,0.35,0.25,0.75,4.82786199282389,4834.91508238223,10768.7751223031,5.6,"5.6 days"
2.25,0.35,0.25,0.75,3.85752550464633,4877.05633652877,11002.9810784815,5.95,"5.95 days"
2.25,0.35,0.25,0.75,3.23116109348294,4877.966537423,11173.5942002162,6.3,"6.3 days"
2.25,0.35,0.25,0.75,2.79817953965243,4850.48624757197,11297.4971730166,6.65,"6.65 days"
2.25,0.35,0.25,0.75,2.4817195908492,4803.48413859361,11386.6610475088,7,"7 days"
2.25,0.4,0.25,0.75,1.85069445972511,803.587952359805,4109.96332848909,0,"0 days"
2.25,0.4,0.25,0.75,1.92376745082011,835.667179565839,4170.46627497397,0.35,"0.35 days"
2.25,0.4,0.25,0.75,2.01786204895016,873.004293676669,4238.79524996205,0.7,"0.7 days"
2.25,0.4,0.25,0.75,2.13971146437966,916.223100096445,4316.12019540961,1.05,"1.05 days"
2.25,0.4,0.25,0.75,2.30192464115717,966.353212721604,4404.20847761132,1.4,"1.4 days"
2.25,0.4,0.25,0.75,2.53129122888653,1024.89436204185,4505.51346058057,1.75,"1.75 days"
2.25,0.4,0.25,0.75,2.88046297250288,1094.01644809398,4623.49303123844,2.1,"2.1 days"
2.25,0.4,0.25,0.75,3.48943561211847,1176.95028379214,4763.19757473436,2.45,"2.45 days"
2.25,0.4,0.25,0.75,4.63973574545184,1278.60586021385,4932.22495414235,2.8,"2.8 days"
2.25,0.4,0.25,0.75,6.91469198423688,1406.86907037713,5142.66799179939,3.15,"3.15 days"
2.25,0.4,0.25,0.75,10.9465393894857,1574.13809324133,5413.69949989728,3.5,"3.5 days"
2.25,0.4,0.25,0.75,16.4649927915499,1798.13160219226,5773.59692612893,3.85,"3.85 days"
2.25,0.4,0.25,0.75,20.9329218756355,2097.64022917362,6254.98361549479,4.2,"4.2 days"
2.25,0.4,0.25,0.75,20.8641626635787,2474.94544039386,6869.70496369373,4.55,"4.55 days"
2.25,0.4,0.25,0.75,16.5097328209759,2891.65694422672,7569.58070542167,4.9,"4.9 days"
2.25,0.4,0.25,0.75,11.477336334877,3280.09641297582,8256.15853643987,5.25,"5.25 days"
2.25,0.4,0.25,0.75,7.85224391079416,3591.78763044449,8851.21111036351,5.6,"5.6 days"
2.25,0.4,0.25,0.75,5.62932557707675,3816.97633546206,9331.24103610516,5.95,"5.95 days"
2.25,0.4,0.25,0.75,4.29351841242661,3967.69549285334,9706.69449600054,6.3,"6.3 days"
2.25,0.4,0.25,0.75,3.45983081564827,4060.88537469565,9997.78265322735,6.65,"6.65 days"
2.25,0.4,0.25,0.75,2.90998232270939,4111.3932716663,10223.5258050205,7,"7 days"
2.25,0.45,0.25,0.75,1.47238800385733,679.013406899001,3986.98086140858,0,"0 days"
2.25,0.45,0.25,0.75,1.50963972541425,701.206743522528,4033.08639418604,0.35,"0.35 days"
2.25,0.45,0.25,0.75,1.55577030603609,726.546385315744,4084.09629410176,0.7,"0.7 days"
2.25,0.45,0.25,0.75,1.61225969189351,755.281423875525,4140.56188415715,1.05,"1.05 days"
2.25,0.45,0.25,0.75,1.68141410049278,787.83435947577,4203.31057080649,1.4,"1.4 days"
2.25,0.45,0.25,0.75,1.76766345567048,824.790283669146,4273.41656393382,1.75,"1.75 days"
2.25,0.45,0.25,0.75,1.8780491455783,866.952283503712,4352.29508332458,2.1,"2.1 days"
2.25,0.45,0.25,0.75,2.02595146482113,915.428437488863,4441.84644040277,2.45,"2.45 days"
2.25,0.45,0.25,0.75,2.23485793051497,971.726853147753,4544.6282422209,2.8,"2.8 days"
2.25,0.45,0.25,0.75,2.55445396036829,1038.01188067988,4664.25483151436,3.15,"3.15 days"
2.25,0.45,0.25,0.75,3.08813288359104,1117.40879846087,4805.91236208551,3.5,"3.5 days"
2.25,0.45,0.25,0.75,3.98867915479513,1214.60683821485,4977.34847761079,3.85,"3.85 days"
2.25,0.45,0.25,0.75,5.43469280357075,1336.6200989403,5190.21197232626,4.2,"4.2 days"
2.25,0.45,0.25,0.75,7.42764281470135,1493.38522261819,5461.34789206174,4.55,"4.55 days"
2.25,0.45,0.25,0.75,9.46135319655071,1696.58270295263,5811.64312064514,4.9,"4.9 days"
2.25,0.45,0.25,0.75,10.514434813688,1953.25379609399,6256.76153749452,5.25,"5.25 days"
2.25,0.45,0.25,0.75,9.91009258881621,2253.61132325379,6787.41998037093,5.6,"5.6 days"
2.25,0.45,0.25,0.75,8.15732112897054,2565.27852290709,7357.12596299322,5.95,"5.95 days"
2.25,0.45,0.25,0.75,6.27729592732883,2849.09914391821,7903.74260354357,6.3,"6.3 days"
2.25,0.45,0.25,0.75,4.80798958473094,3081.13444373945,8384.77369890739,6.65,"6.65 days"
2.25,0.45,0.25,0.75,3.79002510808613,3256.76109877854,8786.99466721507,7,"7 days"
2.25,0.5,0.25,0.75,1.21322204974642,583.548296888888,3892.73310973952,0,"0 days"
2.25,0.5,0.25,0.75,1.23435094228035,599.593798033688,3929.26366327692,0.35,"0.35 days"
2.25,0.5,0.25,0.75,1.26003226732859,617.642703273019,3969.05992119737,0.7,"0.7 days"
2.25,0.5,0.25,0.75,1.29055483330781,637.786131056047,4012.38901794742,1.05,"1.05 days"
2.25,0.5,0.25,0.75,1.32656615295108,660.22017723137,4059.68881521671,1.4,"1.4 days"
2.25,0.5,0.25,0.75,1.36915277582738,685.207902749116,4111.50196974732,1.75,"1.75 days"
2.25,0.5,0.25,0.75,1.41981427933372,713.102337616574,4168.51489153399,2.1,"2.1 days"
2.25,0.5,0.25,0.75,1.48095196807052,744.352643677747,4231.58092871092,2.45,"2.45 days"
2.25,0.5,0.25,0.75,1.55662621212288,779.555915980936,4301.80220884717,2.8,"2.8 days"
2.25,0.5,0.25,0.75,1.65374854737006,819.500961213106,4380.61198464831,3.15,"3.15 days"
2.25,0.5,0.25,0.75,1.78202124337589,865.231702909124,4469.89215418898,3.5,"3.5 days"
2.25,0.5,0.25,0.75,1.96378300075146,918.176435666997,4572.19268329194,3.85,"3.85 days"
2.25,0.5,0.25,0.75,2.23209838812962,980.349022241543,4691.08016309242,4.2,"4.2 days"
2.25,0.5,0.25,0.75,2.64053315014452,1054.58423582051,4831.57544546037,4.55,"4.55 days"
2.25,0.5,0.25,0.75,3.2461995120901,1144.95105332128,5000.9064664355,4.9,"4.9 days"
2.25,0.5,0.25,0.75,4.07158208984021,1257.09495328922,5209.24577586675,5.25,"5.25 days"
2.25,0.5,0.25,0.75,5.0151107872648,1397.91388324622,5469.50735650355,5.6,"5.6 days"
2.25,0.5,0.25,0.75,5.79541190018088,1573.60289723995,5794.50959715506,5.95,"5.95 days"
2.25,0.5,0.25,0.75,6.06180242452186,1784.43202016795,6188.43712480222,6.3,"6.3 days"
2.25,0.5,0.25,0.75,5.69163738647699,2019.26474030385,6636.71320226084,6.65,"6.65 days"
2.25,0.5,0.25,0.75,4.91581622630487,2256.19612662331,7105.00472365864,7,"7 days"
2.25,0.55,0.25,0.75,1.02360656083712,507.338096718523,3817.49321629971,0,"0 days"
2.25,0.55,0.25,0.75,1.03658485193802,519.312736750204,3847.23486825188,0.35,"0.35 days"
2.25,0.55,0.25,0.75,1.05216466271965,532.603567118701,3879.2296706038,0.7,"0.7 days"
2.25,0.55,0.25,0.75,1.07039574365865,547.252305259083,3913.62483872879,1.05,"1.05 days"
2.25,0.55,0.25,0.75,1.091439728888,563.340125456648,3950.65255529509,1.4,"1.4 days"
2.25,0.55,0.25,0.75,1.11561985403264,581.010039977036,3990.62796795005,1.75,"1.75 days"
2.25,0.55,0.25,0.75,1.14342084735624,600.426157041231,4033.91114790035,2.1,"2.1 days"
2.25,0.55,0.25,0.75,1.17542904927286,621.793308395858,4080.93496562521,2.45,"2.45 days"
2.25,0.55,0.25,0.75,1.21264769021582,645.385222162315,4132.24758754253,2.8,"2.8 days"
2.25,0.55,0.25,0.75,1.25648229864856,671.537876188792,4188.5158279802,3.15,"3.15 days"
2.25,0.55,0.25,0.75,1.30916555631006,700.671802906495,4250.56555120664,3.5,"3.5 days"
2.25,0.55,0.25,0.75,1.37375129311249,733.334407000197,4319.45414346933,3.85,"3.85 days"
2.25,0.55,0.25,0.75,1.45566769201024,770.239913558876,4396.54818862577,4.2,"4.2 days"
2.25,0.55,0.25,0.75,1.56339664952624,812.31955718539,4483.62434805864,4.55,"4.55 days"
2.25,0.55,0.25,0.75,1.71087177261656,860.836333535011,4583.0751802368,4.9,"4.9 days"
2.25,0.55,0.25,0.75,1.91668179290491,917.52163215886,4698.17242737749,5.25,"5.25 days"
2.25,0.55,0.25,0.75,2.20397392703064,984.746269099092,4833.41190945105,5.6,"5.6 days"
2.25,0.55,0.25,0.75,2.58653559388637,1065.70383397351,4994.91628804711,5.95,"5.95 days"
2.25,0.55,0.25,0.75,3.048883795385,1164.43414335219,5190.6225172196,6.3,"6.3 days"
2.25,0.55,0.25,0.75,3.51828890943839,1285.17544163763,5429.37503521876,6.65,"6.65 days"
2.25,0.55,0.25,0.75,3.86445477213163,1430.66973512425,5718.12205090155,7,"7 days"
2.25,0.6,0.25,0.75,0.878527956169347,444.949971038842,3755.89852491276,0,"0 days"
2.25,0.6,0.25,0.75,0.887065335649362,454.112621385832,3780.61429355568,0.35,"0.35 days"
2.25,0.6,0.25,0.75,0.897166260012252,464.153695123898,3806.92208973014,0.7,"0.7 days"
2.25,0.6,0.25,0.75,0.908830533224126,475.092749342202,3834.90383485769,1.05,"1.05 days"
2.25,0.6,0.25,0.75,0.922139493599761,486.990468207915,3864.72096501642,1.4,"1.4 days"
2.25,0.6,0.25,0.75,0.937149828683034,499.893508485813,3896.52702536746,1.75,"1.75 days"
2.25,0.6,0.25,0.75,0.954055666036215,513.90640813536,3930.55117649067,2.1,"2.1 days"
2.25,0.6,0.25,0.75,0.973049728102679,529.128876393498,3967.03107128294,2.45,"2.45 days"
2.25,0.6,0.25,0.75,0.994465424740892,545.686969327051,4006.25143546445,2.8,"2.8 days"
2.25,0.6,0.25,0.75,1.01869162988634,563.745461270662,4048.56470644669,3.15,"3.15 days"
2.25,0.6,0.25,0.75,1.04629358495313,583.498915036545,4094.3858097433,3.5,"3.5 days"
2.25,0.6,0.25,0.75,1.07815789040408,605.185364829503,4144.21592618351,3.85,"3.85 days"
2.25,0.6,0.25,0.75,1.11536521553149,629.105976394498,4198.67770286212,4.2,"4.2 days"
2.25,0.6,0.25,0.75,1.15970779761621,655.624487093966,4258.52516378715,4.55,"4.55 days"
2.25,0.6,0.25,0.75,1.21360180671161,685.219979194268,4324.73228366829,4.9,"4.9 days"
2.25,0.6,0.25,0.75,1.28067489661445,718.488523305262,4398.51514194795,5.25,"5.25 days"
2.25,0.6,0.25,0.75,1.36724939732846,756.224240214617,4481.47706890978,5.6,"5.6 days"
2.25,0.6,0.25,0.75,1.48084868983776,799.466584230528,4575.71719293096,5.95,"5.95 days"
2.25,0.6,0.25,0.75,1.63078384538488,849.60299859333,4684.03871345301,6.3,"6.3 days"
2.25,0.6,0.25,0.75,1.82513402003095,908.437912531829,4810.12325442429,6.65,"6.65 days"
2.25,0.6,0.25,0.75,2.06491690147999,978.274042716027,4958.74239225527,7,"7 days"
2.25,0.65,0.25,0.75,0.764057448329717,393.116137739888,3704.7233671829,0,"0 days"
2.25,0.65,0.25,0.75,0.769990244512595,400.265372947831,3725.59331698934,0.35,"0.35 days"
2.25,0.65,0.25,0.75,0.776914299503944,408.018990065277,3747.62304424886,0.7,"0.7 days"
2.25,0.65,0.25,0.75,0.784812769712319,416.380456817793,3770.85204585036,1.05,"1.05 days"
2.25,0.65,0.25,0.75,0.793714781516081,425.382328418708,3795.3800215524,1.4,"1.4 days"
2.25,0.65,0.25,0.75,0.80365442980191,435.062511046256,3821.31736139724,1.75,"1.75 days"
2.25,0.65,0.25,0.75,0.814676872747303,445.463465181435,3848.78513748091,2.1,"2.1 days"
2.25,0.65,0.25,0.75,0.826900275876766,456.650553463541,3877.93843582973,2.45,"2.45 days"
2.25,0.65,0.25,0.75,0.840412730702616,468.687041270113,3908.93876053684,2.8,"2.8 days"
2.25,0.65,0.25,0.75,0.85537298273951,481.650238719665,3941.97459288859,3.15,"3.15 days"
2.25,0.65,0.25,0.75,0.871940030104203,495.644544916683,3977.28118671331,3.5,"3.5 days"
2.25,0.65,0.25,0.75,0.890436617601085,510.784720840786,4015.1223829295,3.85,"3.85 days"
2.25,0.65,0.25,0.75,0.911191538811497,527.207846157978,4055.80921856627,4.2,"4.2 days"
2.25,0.65,0.25,0.75,0.93463532943332,545.081397969045,4099.71527174658,4.55,"4.55 days"
2.25,0.65,0.25,0.75,0.961502507718267,564.609017089577,4147.29057343726,4.9,"4.9 days"
2.25,0.65,0.25,0.75,0.992487545408938,586.042181895652,4199.08524134068,5.25,"5.25 days"
2.25,0.65,0.25,0.75,1.02910634095709,609.692738023555,4255.7770118805,5.6,"5.6 days"
2.25,0.65,0.25,0.75,1.07306108631256,635.93834635242,4318.19046039468,5.95,"5.95 days"
2.25,0.65,0.25,0.75,1.12688040811436,665.27623946913,4387.39466771749,6.3,"6.3 days"
2.25,0.65,0.25,0.75,1.19416145247264,698.32949271676,4464.73424989157,6.65,"6.65 days"
2.25,0.65,0.25,0.75,1.27899056235374,735.899201913362,4551.93886426781,7,"7 days"
2.25,0.7,0.25,0.75,0.671718616233137,349.667246353139,3661.82628265914,0,"0 days"
2.25,0.7,0.25,0.75,0.676057286338783,355.348620148952,3679.69714549244,0.35,"0.35 days"
2.25,0.7,0.25,0.75,0.68102736776333,361.448196430431,3698.42663795456,0.7,"0.7 days"
2.25,0.7,0.25,0.75,0.686629554908515,367.969036031115,3718.03748243669,1.05,"1.05 days"
2.25,0.7,0.25,0.75,0.69287600747204,374.930642539447,3738.59533469642,1.4,"1.4 days"
2.25,0.7,0.25,0.75,0.699784659932335,382.355818022625,3760.17234992118,1.75,"1.75 days"
2.25,0.7,0.25,0.75,0.707376485126988,390.268591856699,3782.84533822195,2.1,"2.1 days"
2.25,0.7,0.25,0.75,0.71568886182275,398.706708030133,3806.71124828431,2.45,"2.45 days"
2.25,0.7,0.25,0.75,0.724775983377833,407.704650994242,3831.86815739559,2.8,"2.8 days"
2.25,0.7,0.25,0.75,0.734686331274733,417.307115617826,3858.43216083986,3.15,"3.15 days"
2.25,0.7,0.25,0.75,0.745509805260678,427.570325760418,3886.54089766896,3.5,"3.5 days"
2.25,0.7,0.25,0.75,0.757332782525887,438.543490923284,3916.33020462617,3.85,"3.85 days"
2.25,0.7,0.25,0.75,0.770294632833311,450.312300565952,3947.9937949699,4.2,"4.2 days"
2.25,0.7,0.25,0.75,0.7845503164041,462.948370544763,3981.71717286276,4.55,"4.55 days"
2.25,0.7,0.25,0.75,0.800326529550019,476.555150886245,4017.74236733263,4.9,"4.9 days"
2.25,0.7,0.25,0.75,0.817887954800324,491.250921770593,4056.34818042208,5.25,"5.25 days"
2.25,0.7,0.25,0.75,0.837587281289001,507.17091225512,4097.85585735544,5.6,"5.6 days"
2.25,0.7,0.25,0.75,0.859996193152136,524.481181311464,4142.65379008189,5.95,"5.95 days"
2.25,0.7,0.25,0.75,0.885552337467946,543.381265080612,4191.20730582316,6.3,"6.3 days"
2.25,0.7,0.25,0.75,0.915404191212829,564.124836185747,4244.09818786704,6.65,"6.65 days"
2.25,0.7,0.25,0.75,0.950663595973491,587.008180312302,4302.01487287049,7,"7 days"
2.25,0.75,0.25,0.75,0.596051457310082,313.059513535154,3625.68328538349,0,"0 days"
2.25,0.75,0.25,0.75,0.599359821344012,317.649633712731,3641.17592165383,0.35,"0.35 days"
2.25,0.75,0.25,0.75,0.60307428071584,322.53110584615,3657.31521511229,0.7,"0.7 days"
2.25,0.75,0.25,0.75,0.607209108860669,327.711764360761,3674.11846041914,1.05,"1.05 days"
2.25,0.75,0.25,0.75,0.611771446961954,333.201262578737,3691.62755144869,1.4,"1.4 days"
2.25,0.75,0.25,0.75,0.616768848096393,339.013412626568,3709.89054960749,1.75,"1.75 days"
2.25,0.75,0.25,0.75,0.62221877334079,345.167649702895,3728.96413502178,2.1,"2.1 days"
2.25,0.75,0.25,0.75,0.628133462506881,351.680669803081,3748.90431064982,2.45,"2.45 days"
2.25,0.75,0.25,0.75,0.634536914619165,358.575115941392,3769.77691677823,2.8,"2.8 days"
2.25,0.75,0.25,0.75,0.641454253578634,365.877915994314,3791.65646553253,3.15,"3.15 days"
2.25,0.75,0.25,0.75,0.648927584482833,373.61890841393,3814.62511960408,3.5,"3.5 days"
2.25,0.75,0.25,0.75,0.656994937625816,381.82804845729,3838.76921394684,3.85,"3.85 days"
2.25,0.75,0.25,0.75,0.66570705064447,390.554602787415,3864.20645184915,4.2,"4.2 days"
2.25,0.75,0.25,0.75,0.675138722519009,399.827693495287,3891.0323026497,4.55,"4.55 days"
2.25,0.75,0.25,0.75,0.685369324920721,409.710334796255,3919.39618750905,4.9,"4.9 days"
2.25,0.75,0.25,0.75,0.696493423105199,420.258269616652,3949.44520873187,5.25,"5.25 days"
2.25,0.75,0.25,0.75,0.708659945417833,431.537874938443,3981.35065702322,5.6,"5.6 days"
2.25,0.75,0.25,0.75,0.722016632141175,443.629959045488,4015.31562979304,5.95,"5.95 days"
2.25,0.75,0.25,0.75,0.736784597261522,456.63569532483,4051.587306786,6.3,"6.3 days"
2.25,0.75,0.25,0.75,0.753245133556124,470.658151606249,4090.42976207062,6.65,"6.65 days"
2.25,0.75,0.25,0.75,0.771725146744434,485.83576539336,4132.18084795456,7,"7 days"
2.25,0.8,0.25,0.75,0.533313047469714,282.114221949317,3595.13073651991,0,"0 days"
2.25,0.8,0.25,0.75,0.535918868378927,285.875529035766,3608.70868671345,0.35,"0.35 days"
2.25,0.8,0.25,0.75,0.538797559033253,289.849890559767,3622.79114840614,0.7,"0.7 days"
2.25,0.8,0.25,0.75,0.541955726661457,294.036544940688,3637.38004487693,1.05,"1.05 days"
2.25,0.8,0.25,0.75,0.545401418729511,298.443790122195,3652.50672992934,1.4,"1.4 days"
2.25,0.8,0.25,0.75,0.549144878358613,303.082325878556,3668.20648915714,1.75,"1.75 days"
2.25,0.8,0.25,0.75,0.553194415654896,307.964229793104,3684.51775067381,2.1,"2.1 days"
2.25,0.8,0.25,0.75,0.5575560507565,313.098400734364,3701.4767089617,2.45,"2.45 days"
2.25,0.8,0.25,0.75,0.562247531850441,318.503257293704,3719.13277378241,2.8,"2.8 days"
2.25,0.8,0.25,0.75,0.567270787293445,324.187180116314,3737.52493496105,3.15,"3.15 days"
2.25,0.8,0.25,0.75,0.572661483153611,330.178644684084,3756.72006758068,3.5,"3.5 days"
2.25,0.8,0.25,0.75,0.578433030408524,336.491304572353,3776.76877339005,3.85,"3.85 days"
2.25,0.8,0.25,0.75,0.584589497351935,343.141351255245,3797.72704387826,4.2,"4.2 days"
2.25,0.8,0.25,0.75,0.591188882391413,350.165037497147,3819.68195047202,4.55,"4.55 days"
2.25,0.8,0.25,0.75,0.59826747768203,357.58752950257,3842.70929617569,4.9,"4.9 days"
2.25,0.8,0.25,0.75,0.605847721467412,365.438205272617,3866.89466369149,5.25,"5.25 days"
2.25,0.8,0.25,0.75,0.614009396812074,373.757350932575,3892.34452740744,5.6,"5.6 days"
2.25,0.8,0.25,0.75,0.622804893944207,382.583458927482,3919.16810085805,5.95,"5.95 days"
2.25,0.8,0.25,0.75,0.632325067302199,391.974650194972,3947.51149386894,6.3,"6.3 days"
2.25,0.8,0.25,0.75,0.642652825833547,401.977036898931,3977.50915129516,6.65,"6.65 days"
2.25,0.8,0.25,0.75,0.653945301046842,412.657644996625,4009.33691129771,7,"7 days"
2.25,0.85,0.25,0.75,0.480805137056984,255.881266812108,3569.23065742438,0,"0 days"
2.25,0.85,0.25,0.75,0.482924492393712,259.013609888613,3581.26073085248,0.35,"0.35 days"
2.25,0.85,0.25,0.75,0.485221722828531,262.299162564884,3593.68680956129,0.7,"0.7 days"
2.25,0.85,0.25,0.75,0.487705222854944,265.738198684094,3606.50752573058,1.05,"1.05 days"
2.25,0.85,0.25,0.75,0.490389172921881,269.339764328238,3619.7489925381,1.4,"1.4 days"
2.25,0.85,0.25,0.75,0.493274273597017,273.107008381445,3633.43170156583,1.75,"1.75 days"
2.25,0.85,0.25,0.75,0.496379222639924,277.055173588264,3647.59107297246,2.1,"2.1 days"
2.25,0.85,0.25,0.75,0.499696729340657,281.184057927455,3662.2456004142,2.45,"2.45 days"
2.25,0.85,0.25,0.75,0.503241702418761,285.507406924225,3677.43141509049,2.8,"2.8 days"
2.25,0.85,0.25,0.75,0.50701752243229,290.032335367608,3693.1779110571,3.15,"3.15 days"
2.25,0.85,0.25,0.75,0.511038499194552,294.773680760166,3709.52578524791,3.5,"3.5 days"
2.25,0.85,0.25,0.75,0.515310683445611,299.739910559514,3726.50906307891,3.85,"3.85 days"
2.25,0.85,0.25,0.75,0.519845956705347,304.945281355845,3744.17107559379,4.2,"4.2 days"
2.25,0.85,0.25,0.75,0.524664203409291,310.406931025154,3762.56123745326,4.55,"4.55 days"
2.25,0.85,0.25,0.75,0.529781207128843,316.140340979546,3781.72887982878,4.9,"4.9 days"
2.25,0.85,0.25,0.75,0.535225899975641,322.169023076232,3801.73762606896,5.25,"5.25 days"
2.25,0.85,0.25,0.75,0.54101345843135,328.508691347565,3822.64228110511,5.6,"5.6 days"
2.25,0.85,0.25,0.75,0.547174027833227,335.182199220375,3844.51111971777,5.95,"5.95 days"
2.25,0.85,0.25,0.75,0.553755374305558,342.224382574936,3867.4348548005,6.3,"6.3 days"
2.25,0.85,0.25,0.75,0.560794727077824,349.661454005622,3891.49477693002,6.65,"6.65 days"
2.25,0.85,0.25,0.75,0.568341979758724,357.526327617527,3916.78709470272,7,"7 days"
2.25,0.9,0.25,0.75,0.436539314012075,233.598943207962,3547.23104944715,0,"0 days"
2.25,0.9,0.25,0.75,0.438300808243709,236.24264905883,3557.99295537573,0.35,"0.35 days"
2.25,0.9,0.25,0.75,0.440178420459189,238.998012003352,3569.07165877796,0.7,"0.7 days"
2.25,0.9,0.25,0.75,0.442185308758954,241.869040524033,3580.4670709855,1.05,"1.05 days"
2.25,0.9,0.25,0.75,0.444328076517653,244.858823600342,3592.19468038949,1.4,"1.4 days"
2.25,0.9,0.25,0.75,0.446616413020776,247.974674696447,3604.27528422592,1.75,"1.75 days"
2.25,0.9,0.25,0.75,0.449055260667959,251.221442638791,3616.72776593616,2.1,"2.1 days"
2.25,0.9,0.25,0.75,0.451648204879614,254.604103136886,3629.57181031603,2.45,"2.45 days"
2.25,0.9,0.25,0.75,0.454397622046761,258.127180126602,3642.82722213271,2.8,"2.8 days"
2.25,0.9,0.25,0.75,0.457316583418125,261.803489036328,3656.52520726562,3.15,"3.15 days"
2.25,0.9,0.25,0.75,0.460405563830869,265.635159797445,3670.68452321208,3.5,"3.5 days"
2.25,0.9,0.25,0.75,0.463666713686182,269.629120061151,3685.33071302289,3.85,"3.85 days"
2.25,0.9,0.25,0.75,0.467111673314976,273.796323066375,3700.49603965382,4.2,"4.2 days"
2.25,0.9,0.25,0.75,0.470748952472897,278.147257569354,3716.2134588932,4.55,"4.55 days"
2.25,0.9,0.25,0.75,0.474589528223045,282.691776849439,3732.51655180864,4.9,"4.9 days"
2.25,0.9,0.25,0.75,0.478643319793698,287.442578043536,3749.4445602957,5.25,"5.25 days"
2.25,0.9,0.25,0.75,0.482922955016263,292.411619085038,3767.03722812311,5.6,"5.6 days"
2.25,0.9,0.25,0.75,0.487436190334803,297.611853249606,3785.3376765887,5.95,"5.95 days"
2.25,0.9,0.25,0.75,0.492218489343614,303.062097933059,3804.40008335632,6.3,"6.3 days"
2.25,0.9,0.25,0.75,0.497282841821161,308.783390065623,3824.28503686542,6.65,"6.65 days"
2.25,0.9,0.25,0.75,0.502649497959595,314.787629813457,3845.04061295712,7,"7 days"
2.25,0.95,0.25,0.75,0.398982526806466,214.629847725398,3528.50262006294,0,"0 days"
2.25,0.95,0.25,0.75,0.400473151678839,216.889004728682,3538.217042052,0.35,"0.35 days"
2.25,0.95,0.25,0.75,0.402042620794169,219.234594543708,3548.19371422788,0.7,"0.7 days"
2.25,0.95,0.25,0.75,0.403701966920676,221.66848808686,3558.42892268577,1.05,"1.05 days"
2.25,0.95,0.25,0.75,0.4054529656233,224.189610007772,3568.93061855482,1.4,"1.4 days"
2.25,0.95,0.25,0.75,0.407309986989027,226.808343494312,3579.71989069137,1.75,"1.75 days"
2.25,0.95,0.25,0.75,0.409272318613878,229.524726245337,3590.80689837565,2.1,"2.1 days"
2.25,0.95,0.25,0.75,0.411346135528615,232.34400799223,3602.20824221687,2.45,"2.45 days"
2.25,0.95,0.25,0.75,0.413533770457791,235.269973965521,3613.93936816569,2.8,"2.8 days"
2.25,0.95,0.25,0.75,0.415838197767238,238.30622973969,3626.01604245332,3.15,"3.15 days"
2.25,0.95,0.25,0.75,0.41826999023627,241.463029495723,3638.46336525961,3.5,"3.5 days"
2.25,0.95,0.25,0.75,0.420825786296595,244.741435801542,3651.29525172794,3.85,"3.85 days"
2.25,0.95,0.25,0.75,0.423513611306327,248.14889090395,3664.53480435369,4.2,"4.2 days"
2.25,0.95,0.25,0.75,0.426333745285266,251.688814366152,3678.20031653246,4.55,"4.55 days"
2.25,0.95,0.25,0.75,0.429298361162486,255.372945040874,3692.32274727025,4.9,"4.9 days"
2.25,0.95,0.25,0.75,0.432409042851558,259.205258870115,3706.92309864757,5.25,"5.25 days"
2.25,0.95,0.25,0.75,0.435679156964171,263.19893617915,3722.03706287863,5.6,"5.6 days"
2.25,0.95,0.25,0.75,0.439109278686561,267.357653843599,3737.68707026547,5.95,"5.95 days"
2.25,0.95,0.25,0.75,0.442712494539148,271.693165770736,3753.90922638395,6.3,"6.3 days"
2.25,0.95,0.25,0.75,0.44650157274054,276.217700951259,3770.74200323335,6.65,"6.65 days"
2.25,0.95,0.25,0.75,0.450483709530234,280.940494042608,3788.22040517014,7,"7 days"
2.25,1,0.25,0.75,0.366937199106062,198.443711656429,3512.52184133122,0,"0 days"
2.25,1,0.25,0.75,0.368220357228716,200.401227710672,3521.36952226504,0.35,"0.35 days"
2.25,1,0.25,0.75,0.36955629282434,202.425125970262,3530.43630975988,0.7,"0.7 days"
2.25,1,0.25,0.75,0.370950325430959,204.51441997942,3539.71438934634,1.05,"1.05 days"
2.25,1,0.25,0.75,0.372413914076778,206.675118617915,3549.21732265325,1.4,"1.4 days"
2.25,1,0.25,0.75,0.373949091915923,208.908046697327,3558.95345762481,1.75,"1.75 days"
2.25,1,0.25,0.75,0.375559847630743,211.215981438897,3568.93362637755,2.1,"2.1 days"
2.25,1,0.25,0.75,0.377254485976587,213.604876393032,3579.17289325734,2.45,"2.45 days"
