"","x"
"1",44.3826054620808
"2",56.3355426535983
"3",104.005193795163
"4",461.553600681329
"5",4018.04359363399
"6",12117.8604441204
"7",12500.3933654884
"8",6536.32108594961
"9",1308.32696669072
"10",189.671674614721
"11",47.6044244327415
"12",21.5688180635638
"13",13.7449951175295
"14",10.3211087891967
"15",8.41733368583027
"16",7.2129954152043
"17",6.370516880456
"18",5.75151553230314
"19",5.26747043530698
"20",4.88352417031284
"21",4.5713016992613
"22",4.30999683193314
"23",4.08772849572437
"24",3.89596766811379
"25",3.72912608789491
"26",3.58183723598738
"27",3.45048942292673
"28",3.33257658149705
"29",3.22564775797962
"30",3.12837102396329
"31",3.03903942605838
"32",2.95657558469245
"33",2.88021886511467
"34",2.80903205343179
"35",2.74230013012066
"36",2.67963947702487
"37",2.62050665666518
"38",2.56454171511513
"39",2.51133519284434
"40",2.46059345119415
"41",2.41211496114018
"42",2.36566316971785
"43",2.32101868085445
"44",2.27801235656291
"45",2.23658706617949
"46",2.19648679901539
"47",2.1577389866058
"48",2.12002675823591
"49",2.08343746047264
"50",2.04789457032949
"51",2.01330463747696
"52",1.97960518446742
"53",1.94671087478482
"54",1.91457337828913
"55",1.88329225517174
"56",1.85269595273846
"57",1.82272071532504
"58",1.7934897570684
"59",1.76487055436229
"60",1.73686310380006
"61",1.70944433545662
"62",1.68264149191079
"63",1.65643218411574
"64",1.63074342647354
"65",1.60568431848732
"66",1.58113846114586
"67",1.55715940686002
"68",1.53372700527218
"69",1.51085745484132
"70",1.48847579597514
"71",1.46675882686656
"72",1.44552648349527
"73",1.42482892410322
"74",1.40469963208481
"75",1.38514345706183
"76",1.36613761229478
"77",1.34771710439556
"78",1.32987057904516
"79",1.31264455180816
"80",1.29601598809571
"81",1.27997336659055
"82",1.26461423846277
"83",1.24986893570504
"84",1.23584757672655
"85",1.22256494345258
"86",1.20997284599434
"87",1.19817828973537
"88",1.18721635444248
"89",1.17717576135012
"90",1.16808645950201
"91",1.16004676977739
"92",1.15318479804383
"93",1.14751465745172
"94",1.14326817238389
"95",1.14063032220376
"96",1.13983140207748
"97",1.14111208922567
"98",1.14485853327043
"99",1.15153085920286
"100",1.16156800707154
"101",1.17573406014893
